aspect_based_sentiment_analysis,res14,state_dict/bert_PretrainBERT_data_all_val_f1_0.4717_meanf1_0.6693_Rating_Mask,True,0.7821
aspect_based_sentiment_analysis,twitter,state_dict/bert_PretrainBERT_data_all_val_f1_0.4595_meanf1_0.6572_Rating_Mask,True,0.5896
aspect_based_sentiment_analysis,lap14,state_dict/bert_PretrainBERT_data_all_val_f1_0.4717_meanf1_0.6693_Rating_Mask,False,0.7837
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_large_model/,False,0.7312
aspect_based_sentiment_analysis,res14,state_dict/bert_PretrainBERT_data_all_val_f1_0.4717_meanf1_0.6693_Rating_Mask,False,0.8607
aspect_based_sentiment_analysis,twitter,state_dict/bert_PretrainBERT_data_all_val_acc_0.9404_MLM/,True,0.6185
aspect_based_sentiment_analysis,res14,/gruntdata/zhoujie/bert_large_model/,False,0.8420
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_large_model/,False,0.5000
aspect_based_sentiment_analysis,twitter,state_dict/bert_PretrainBERT_data_all_val_f1_0.4717_meanf1_0.6693_Rating_Mask,True,0.5867
aspect_based_sentiment_analysis,twitter,state_dict/bert_PretrainBERT_data_all_val_acc_0.9319_0.0065_Rating_Mask_415280/,False,0.7197
aspect_based_sentiment_analysis,lap14,state_dict/bert_PretrainBERT_data_all_val_acc_0.9404_MLM/,False,0.7900
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_model,False,0.7168
aspect_based_sentiment_analysis,lap14,state_dict/bert_PretrainBERT_data_all_val_acc_0.9319_0.0065_Rating_Mask_415280/,False,0.8041
aspect_based_sentiment_analysis,res14,/gruntdata/zhoujie/bert_large_model/,True,0.6518
aspect_based_sentiment_analysis,lap14,/gruntdata/zhoujie/bert_model,True,0.5580
aspect_based_sentiment_analysis,lap14,/gruntdata/zhoujie/bert_model,False,0.7900
aspect_based_sentiment_analysis,res14,/gruntdata/zhoujie/bert_model,True,0.6607
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_model,False,0.7399
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_model,True,0.5014
aspect_based_sentiment_analysis,res14,state_dict/bert_PretrainBERT_data_all_val_acc_0.9404_MLM/,False,0.8527
aspect_based_sentiment_analysis,lap14,state_dict/large_bert_PretrainBERT_data_all_val_acc_0.9331_0.6973_Rating_Mask_290696/,True,0.7257
aspect_based_sentiment_analysis,twitter,state_dict/bert_PretrainBERT_data_all_val_f1_0.4717_meanf1_0.6693_Rating_Mask,False,0.7283
aspect_based_sentiment_analysis,res14,state_dict/large_bert_PretrainBERT_data_all_val_acc_0.9331_0.6973_Rating_Mask_290696/,False,0.8732
aspect_based_sentiment_analysis,res14,/gruntdata/zhoujie/bert_model,True,0.6554
aspect_based_sentiment_analysis,lap14,/gruntdata/zhoujie/bert_large_model/,False,0.5345
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_model,True,0.5130
aspect_based_sentiment_analysis,twitter,/gruntdata/zhoujie/bert_large_model/,True,0.5000
aspect_based_sentiment_analysis,res14,state_dict/bert_PretrainBERT_data_all_val_f1_0.4595_meanf1_0.6572_Rating_Mask,False,0.8491
aspect_based_sentiment_analysis,lap14,state_dict/bert_PretrainBERT_data_all_val_f1_0.4595_meanf1_0.6572_Rating_Mask,True,0.7069
aspect_based_sentiment_analysis,twitter,state_dict/large_bert_PretrainBERT_data_all_val_acc_0.9284_0.6838_Rating_Mask_166112/,True,0.6199
aspect_based_sentiment_analysis,res14,state_dict/large_bert_PretrainBERT_data_all_val_acc_0.9284_0.6838_Rating_Mask_166112/,True,0.7893
aspect_based_sentiment_analysis,twitter,state_dict/large_bert_PretrainBERT_data_all_val_acc_0.9331_0.6973_Rating_Mask_290696/,True,0.6445
